Order_ID,Product_Name,Category,Order_Quantity,Weight_kg,Shipping_Cost,Region,Country,City,Shipping_Mode,Warehouse,Carrier,Order_Date,Ship_Date,Expected_Delivery_Date,Actual_Delivery_Date,Penalty_Cost,Extra_Logistics_Cost,Warehouse_Processing_Time,Warehouse_Delay_Flag,Warehouse_Efficiency_Score,Inventory_Availability,Carrier_Rating,Transit_Time,Distance_KM,Route_Type,Shipping_Priority,Order_Priority,Customer_Type,SLA_Commitment_Days,Order_Year,Order_Month,Order_Week,Day_of_Week,Season,Delay_Reason,Risk_Level,Disruption_Flag,Weather_Impact_Flag,Customer_Satisfaction_Score,Return_Flag,Complaint_Flag
ORD104488,Phone,Electronics,3,6.69,29.77,North America,USA,Chennai,Road,WH2,FedEx,8/24/2023,8/27/2023,9/4/2023,9/3/2023,0,13.26,2,0,81.75,In Stock,5,7,1597,International,Low,Medium,Premium,3,2023,8,34,Thursday,Off-season,Customs,Low,1,0,4.12,0,1
ORD104489,Laptop,Electronics,4,8.8,74.08,North America,Germany,New York,Road,WH2,UPS,5/18/2023,5/22/2023,5/29/2023,5/26/2023,0,11.34,4,1,98.89,Out of Stock,5,4,3459,International,Medium,Low,Premium,6,2023,5,20,Thursday,Off-season,Weather,High,0,1,1.08,1,0
ORD104490,Phone,Accessories,3,3.56,48.56,Europe,Germany,New York,Road,WH3,DHL,5/24/2023,5/26/2023,6/2/2023,5/30/2023,0,11.77,1,0,94.33,Out of Stock,2,4,1170,International,High,Low,Regular,6,2023,5,21,Wednesday,Off-season,Weather,High,1,1,1.7,1,1
ORD104491,Camera,Electronics,8,8,63.45,Asia,Germany,Berlin,Air,WH2,DHL,7/26/2023,7/27/2023,7/31/2023,7/29/2023,0,2.95,2,1,81.99,Out of Stock,2,2,4359,International,Low,Medium,Regular,8,2023,7,30,Wednesday,Peak,Carrier,Medium,0,0,2.57,0,1
ORD104492,Phone,Electronics,5,7.99,68.58,Asia,India,Chennai,Air,WH3,FedEx,1/9/2023,1/13/2023,1/20/2023,1/18/2023,0,3.77,4,0,82.26,Out of Stock,4,5,2611,Domestic,High,High,Premium,3,2023,1,2,Monday,Peak,Warehouse,Medium,1,0,3.28,0,0
ORD104493,Laptop,Accessories,8,8.33,11.51,Europe,India,New York,Sea,WH1,FedEx,10/17/2023,10/19/2023,10/28/2023,10/21/2023,0,12.86,4,1,83.25,Out of Stock,5,2,3900,Domestic,Low,High,Premium,7,2023,10,42,Tuesday,Peak,Warehouse,Medium,0,1,4.92,1,1
ORD104494,Camera,Electronics,1,2.3,80.51,Asia,Germany,Berlin,Sea,WH3,DHL,9/15/2023,9/16/2023,9/23/2023,9/18/2023,0,13.48,4,0,96.2,In Stock,4,2,2835,International,High,Low,Regular,5,2023,9,37,Friday,Off-season,Customs,High,1,0,4.6,1,0
ORD104495,Laptop,Electronics,9,9.65,31.98,North America,India,Berlin,Air,WH1,FedEx,1/10/2023,1/12/2023,1/17/2023,1/14/2023,0,15.1,2,0,95.01,In Stock,3,2,3460,International,Medium,High,Premium,6,2023,1,2,Tuesday,Peak,Customs,Low,0,0,3.02,1,1
ORD104496,Phone,Accessories,3,3.11,53.43,Europe,India,Berlin,Road,WH3,UPS,5/24/2023,5/27/2023,6/3/2023,5/29/2023,0,19.23,1,0,72.12,Out of Stock,1,2,2559,Domestic,Low,Medium,Premium,4,2023,5,21,Wednesday,Peak,Carrier,High,1,0,1.82,1,1
ORD104497,Tablet,Accessories,1,7.88,37.15,Asia,Germany,Berlin,Air,WH1,FedEx,1/3/2023,1/6/2023,1/14/2023,1/12/2023,0,1.86,3,0,77.06,In Stock,3,6,1600,Domestic,Low,High,Regular,9,2023,1,1,Tuesday,Peak,Customs,High,0,0,1.23,0,1
ORD104498,Headphones,Accessories,3,2.04,78.49,Asia,India,Berlin,Sea,WH3,FedEx,10/31/2023,11/4/2023,11/10/2023,11/8/2023,0,9.3,3,0,85.36,Out of Stock,4,4,3225,Domestic,High,Medium,Regular,3,2023,10,44,Tuesday,Off-season,Weather,Medium,0,1,4.16,0,1
ORD104499,Laptop,Accessories,2,9.28,26.68,North America,India,Chennai,Sea,WH3,UPS,2/13/2023,2/17/2023,2/21/2023,2/27/2023,12,14.87,1,1,81.88,Out of Stock,1,10,4537,Domestic,High,Low,Regular,6,2023,2,7,Monday,Off-season,Weather,Low,0,0,2.36,1,1
ORD104500,Phone,Electronics,7,4.56,96.56,North America,Germany,Chennai,Sea,WH1,DHL,8/17/2023,8/18/2023,8/24/2023,8/24/2023,0,17.99,4,0,79.93,In Stock,4,6,170,Domestic,Low,High,Premium,8,2023,8,33,Thursday,Peak,Customs,High,0,1,4.81,0,1
ORD104501,Camera,Electronics,4,6.85,43.01,North America,Germany,New York,Road,WH3,UPS,12/16/2023,12/20/2023,12/27/2023,12/23/2023,0,13.35,3,1,99.11,In Stock,1,3,3916,Domestic,Medium,Medium,Premium,7,2023,12,50,Saturday,Peak,Warehouse,High,0,0,4.16,0,0
ORD104502,Laptop,Accessories,7,8.58,72.61,North America,Germany,Chennai,Sea,WH1,UPS,11/8/2023,11/10/2023,11/19/2023,11/18/2023,0,15.7,3,0,79.77,In Stock,4,8,4906,Domestic,Medium,Medium,Regular,4,2023,11,45,Wednesday,Peak,Customs,Low,0,0,4.73,0,1
ORD104503,Laptop,Accessories,3,3.18,65.94,Europe,USA,Chennai,Sea,WH2,FedEx,2/23/2023,2/27/2023,3/8/2023,3/3/2023,0,9.13,4,0,84.16,In Stock,5,4,1758,International,High,Low,Premium,3,2023,2,8,Thursday,Off-season,Customs,Low,0,0,4.78,1,0
ORD104504,Headphones,Electronics,6,4.2,75.55,Europe,Germany,Chennai,Sea,WH1,DHL,8/21/2023,8/22/2023,8/28/2023,8/29/2023,2,19.04,1,0,80.08,Out of Stock,2,7,3408,International,High,High,Regular,3,2023,8,34,Monday,Peak,Warehouse,High,1,0,3.18,0,1
ORD104505,Phone,Electronics,7,3.48,57.35,Europe,USA,New York,Sea,WH3,FedEx,3/11/2023,3/14/2023,3/17/2023,3/17/2023,0,11.45,3,1,73.19,Out of Stock,2,3,1159,International,Low,High,Regular,3,2023,3,10,Saturday,Off-season,Customs,Low,0,1,3.54,1,0
ORD104506,Tablet,Electronics,7,3.19,41.46,Asia,India,Chennai,Road,WH3,DHL,5/10/2023,5/13/2023,5/17/2023,5/16/2023,0,7.79,1,0,75.83,Out of Stock,2,3,4650,Domestic,High,Low,Premium,5,2023,5,19,Wednesday,Off-season,Weather,Medium,0,1,2.61,1,1
ORD104507,Camera,Accessories,5,5.35,22.06,Asia,USA,Berlin,Air,WH2,FedEx,10/29/2023,11/1/2023,11/7/2023,11/9/2023,4,3.19,1,1,71.58,Out of Stock,2,8,754,International,Low,High,Premium,6,2023,10,43,Sunday,Peak,Weather,Medium,0,0,3.65,0,1
ORD104508,Phone,Accessories,6,5.69,54.35,Asia,Germany,Berlin,Air,WH2,UPS,1/23/2023,1/26/2023,1/29/2023,1/30/2023,2,16.45,4,0,92.27,Out of Stock,4,4,56,Domestic,High,Low,Regular,6,2023,1,4,Monday,Off-season,Warehouse,High,1,1,4.78,1,0
ORD104509,Camera,Accessories,3,1.23,10.78,Asia,India,Chennai,Air,WH2,FedEx,4/9/2023,4/12/2023,4/20/2023,4/14/2023,0,10.85,3,0,87.61,Out of Stock,3,2,1647,Domestic,High,High,Regular,4,2023,4,14,Sunday,Peak,Weather,Medium,0,0,3.59,1,1
ORD104510,Laptop,Accessories,4,6.9,10.59,Asia,Germany,New York,Air,WH2,FedEx,7/13/2023,7/15/2023,7/24/2023,7/25/2023,2,2.73,2,0,76.3,In Stock,3,10,3641,Domestic,Medium,Low,Premium,5,2023,7,28,Thursday,Off-season,Weather,Low,1,1,2.16,1,1
ORD104511,Headphones,Electronics,6,4.49,63.27,Europe,India,Chennai,Air,WH2,DHL,7/8/2023,7/11/2023,7/15/2023,7/16/2023,2,15.19,1,0,87.22,Out of Stock,1,5,3696,International,High,Low,Premium,7,2023,7,27,Saturday,Peak,Weather,Low,0,0,3.43,0,0
ORD104512,Headphones,Accessories,3,8.95,50.65,North America,India,New York,Sea,WH3,UPS,3/6/2023,3/8/2023,3/17/2023,3/12/2023,0,1.93,4,0,89.27,In Stock,1,4,2040,International,High,Medium,Regular,3,2023,3,10,Monday,Peak,Warehouse,Low,1,0,1.2,1,1
ORD104513,Tablet,Accessories,7,8.91,53.08,Europe,India,Berlin,Road,WH1,UPS,7/28/2023,7/31/2023,8/6/2023,8/8/2023,4,7.13,4,0,86.25,Out of Stock,3,8,918,International,High,Medium,Regular,3,2023,7,30,Friday,Peak,Weather,Medium,1,1,2.02,0,0
ORD104514,Headphones,Electronics,3,7.34,35.28,North America,USA,New York,Air,WH3,DHL,2/4/2023,2/6/2023,2/9/2023,2/10/2023,2,6.17,2,0,74.63,Out of Stock,3,4,2575,International,High,Low,Regular,9,2023,2,5,Saturday,Off-season,Weather,Medium,0,0,1.55,0,1
ORD104515,Laptop,Accessories,9,8.61,80.1,North America,Germany,Chennai,Air,WH2,UPS,8/2/2023,8/4/2023,8/8/2023,8/12/2023,8,19.81,3,1,86.83,Out of Stock,5,8,691,International,Low,Medium,Regular,9,2023,8,31,Wednesday,Off-season,Warehouse,Medium,1,0,1.65,0,1
ORD104516,Tablet,Electronics,4,9.26,24.11,Europe,USA,Berlin,Road,WH3,FedEx,5/14/2023,5/18/2023,5/21/2023,5/21/2023,0,11.31,3,0,80.45,Out of Stock,2,3,3827,International,High,High,Premium,9,2023,5,19,Sunday,Off-season,Warehouse,Low,1,1,2.6,1,1
ORD104517,Phone,Accessories,2,5.98,60.68,North America,Germany,New York,Air,WH1,DHL,2/10/2023,2/12/2023,2/21/2023,2/22/2023,2,8.85,4,1,96.48,In Stock,1,10,4265,Domestic,Medium,Medium,Regular,9,2023,2,6,Friday,Peak,Warehouse,Medium,1,0,2.88,1,0
ORD104518,Headphones,Electronics,6,9.73,86.75,North America,India,Chennai,Sea,WH2,UPS,6/19/2023,6/23/2023,6/28/2023,6/26/2023,0,8.23,4,0,72.42,In Stock,5,3,4040,International,Low,High,Premium,4,2023,6,25,Monday,Peak,Customs,Low,1,1,1.51,0,1
ORD104519,Tablet,Electronics,9,9.58,84.24,Asia,USA,New York,Road,WH1,FedEx,8/24/2023,8/26/2023,9/1/2023,9/2/2023,2,13.24,2,0,92.55,Out of Stock,2,7,4580,International,Medium,Low,Regular,7,2023,8,34,Thursday,Peak,Customs,High,1,0,4.94,0,1
ORD104520,Laptop,Electronics,2,1.54,7.72,Asia,USA,Chennai,Sea,WH3,UPS,8/3/2023,8/4/2023,8/12/2023,8/15/2023,6,2.05,2,1,96.03,In Stock,5,11,451,Domestic,High,High,Premium,7,2023,8,31,Thursday,Off-season,Warehouse,High,1,0,2.04,0,0
ORD104521,Camera,Accessories,4,5.47,31.5,North America,USA,Chennai,Sea,WH1,FedEx,1/15/2023,1/16/2023,1/22/2023,1/21/2023,0,15.27,2,1,88.29,In Stock,5,5,225,Domestic,Medium,Medium,Regular,3,2023,1,2,Sunday,Off-season,Carrier,Low,0,0,2.15,1,1
ORD104522,Camera,Accessories,5,1.59,72.9,North America,India,New York,Road,WH2,DHL,3/16/2023,3/18/2023,3/25/2023,3/27/2023,4,7.32,3,0,84.78,In Stock,3,9,3986,International,High,High,Premium,8,2023,3,11,Thursday,Peak,Warehouse,Medium,0,1,2.17,1,1
ORD104523,Laptop,Accessories,9,7,75.37,North America,India,Berlin,Sea,WH2,FedEx,11/12/2023,11/16/2023,11/23/2023,11/20/2023,0,3.18,2,1,99.97,Out of Stock,4,4,292,International,Medium,Low,Premium,9,2023,11,45,Sunday,Peak,Customs,Medium,1,1,3.33,0,1
ORD104524,Laptop,Accessories,7,7.77,50.86,Europe,Germany,Berlin,Road,WH3,DHL,9/15/2023,9/16/2023,9/25/2023,9/20/2023,0,18.82,3,0,93.78,In Stock,1,4,532,Domestic,High,High,Premium,3,2023,9,37,Friday,Off-season,Warehouse,High,0,1,4.68,0,1
ORD104525,Camera,Accessories,5,8.9,24.24,North America,Germany,Berlin,Sea,WH3,DHL,10/21/2023,10/22/2023,10/28/2023,10/31/2023,6,13.71,1,1,84.53,In Stock,3,9,2478,International,Medium,High,Regular,4,2023,10,42,Saturday,Off-season,Weather,Medium,0,0,3.7,1,1
ORD104526,Tablet,Accessories,6,6.68,31.51,North America,Germany,Chennai,Sea,WH1,DHL,12/18/2023,12/22/2023,12/30/2023,12/24/2023,0,11.53,1,0,78.62,In Stock,4,2,3226,Domestic,Medium,Medium,Regular,9,2023,12,51,Monday,Peak,Customs,Low,1,1,2.05,1,1
ORD104527,Camera,Electronics,9,4.81,81.09,Asia,India,New York,Road,WH1,FedEx,6/15/2023,6/16/2023,6/20/2023,6/22/2023,4,9.76,2,1,97.37,In Stock,5,6,641,International,Low,High,Premium,7,2023,6,24,Thursday,Off-season,Warehouse,High,0,1,1.14,1,1
ORD104528,Laptop,Accessories,4,1.98,23.26,North America,India,New York,Road,WH1,UPS,7/14/2023,7/16/2023,7/21/2023,7/26/2023,10,16.98,2,0,83.96,Out of Stock,5,10,4197,Domestic,Low,Medium,Premium,6,2023,7,28,Friday,Peak,Customs,Low,1,0,4.49,0,0
ORD104529,Headphones,Accessories,2,1.69,94.52,North America,USA,Chennai,Sea,WH1,FedEx,4/6/2023,4/9/2023,4/13/2023,4/19/2023,12,14.21,2,1,73.91,In Stock,2,10,2260,International,Low,High,Regular,8,2023,4,14,Thursday,Peak,Customs,High,0,0,4.64,0,1
ORD104530,Phone,Electronics,5,5.11,52.58,Asia,India,Berlin,Sea,WH3,FedEx,11/25/2023,11/29/2023,12/5/2023,12/5/2023,0,18.12,2,0,84.32,In Stock,1,6,538,Domestic,High,High,Regular,7,2023,11,47,Saturday,Off-season,Carrier,Low,0,0,3.73,0,1
ORD104531,Headphones,Electronics,7,8.41,31.92,North America,USA,New York,Air,WH2,DHL,2/17/2023,2/21/2023,2/27/2023,2/24/2023,0,1.49,4,0,97.84,In Stock,1,3,1750,Domestic,High,Low,Regular,8,2023,2,7,Friday,Off-season,Carrier,Medium,0,1,2.69,1,1
ORD104532,Headphones,Accessories,4,7.63,42.01,North America,USA,New York,Air,WH1,UPS,2/4/2023,2/8/2023,2/15/2023,2/16/2023,2,19.9,2,0,70.11,Out of Stock,3,8,2485,International,Medium,Medium,Regular,6,2023,2,5,Saturday,Off-season,Weather,High,1,0,4.81,0,0
ORD104533,Laptop,Electronics,1,8.87,29.37,Europe,USA,Berlin,Sea,WH1,UPS,4/15/2023,4/18/2023,4/24/2023,4/27/2023,6,4.16,4,0,86.43,In Stock,3,9,121,International,High,Low,Regular,3,2023,4,15,Saturday,Peak,Warehouse,High,1,0,3.35,1,1
ORD104534,Camera,Accessories,8,8.2,41.51,North America,India,Berlin,Air,WH2,DHL,5/25/2023,5/28/2023,6/3/2023,6/2/2023,0,8.17,2,1,78.93,Out of Stock,1,5,1393,International,High,Medium,Premium,7,2023,5,21,Thursday,Peak,Weather,Low,0,0,3.09,1,1
ORD104535,Tablet,Electronics,5,2.45,17.43,Asia,Germany,Berlin,Air,WH1,UPS,9/2/2023,9/6/2023,9/13/2023,9/10/2023,0,11.3,2,1,94.22,Out of Stock,2,4,470,International,Medium,Low,Premium,7,2023,9,35,Saturday,Off-season,Warehouse,High,1,0,1.05,1,1
ORD104536,Headphones,Accessories,2,2.4,83.2,North America,USA,Berlin,Air,WH1,UPS,3/15/2023,3/18/2023,3/25/2023,3/21/2023,0,18.28,2,1,97.14,In Stock,2,3,4190,Domestic,High,Medium,Premium,5,2023,3,11,Wednesday,Peak,Customs,High,1,1,4.56,0,0
ORD104537,Camera,Electronics,3,4.85,96.55,North America,India,Chennai,Air,WH3,UPS,9/6/2023,9/7/2023,9/10/2023,9/18/2023,16,10.72,3,1,76.98,Out of Stock,4,11,2875,International,High,Low,Regular,9,2023,9,36,Wednesday,Peak,Warehouse,Low,0,0,4.46,0,1
ORD104538,Tablet,Electronics,5,2.32,67.62,North America,Germany,Berlin,Sea,WH2,UPS,9/16/2023,9/20/2023,9/24/2023,9/27/2023,6,6.21,1,0,86.84,In Stock,3,7,973,International,Medium,High,Regular,5,2023,9,37,Saturday,Peak,Warehouse,Medium,0,1,4.97,0,1
ORD104539,Headphones,Accessories,4,2.28,81.82,North America,India,Chennai,Sea,WH2,UPS,9/22/2023,9/26/2023,10/5/2023,10/6/2023,2,4.38,3,0,80.21,Out of Stock,2,10,58,International,High,Low,Regular,4,2023,9,38,Friday,Peak,Warehouse,Low,1,1,4.75,1,1
ORD104540,Tablet,Accessories,9,3.04,26.67,Asia,India,Berlin,Sea,WH1,FedEx,3/16/2023,3/17/2023,3/23/2023,3/25/2023,4,16.06,2,0,90.87,Out of Stock,3,8,4174,International,High,Low,Premium,5,2023,3,11,Thursday,Off-season,Warehouse,Low,0,0,3.44,0,1
ORD104541,Camera,Electronics,9,0.71,10.96,Asia,Germany,Berlin,Road,WH2,UPS,12/28/2023,12/31/2023,1/9/2024,1/2/2024,0,10.82,2,1,96.38,In Stock,3,2,4161,International,Medium,High,Regular,6,2023,12,52,Thursday,Peak,Carrier,Medium,0,1,2.19,1,0
ORD104542,Phone,Electronics,8,5.93,64.58,North America,USA,Chennai,Road,WH2,UPS,6/29/2023,7/1/2023,7/10/2023,7/6/2023,0,18.4,2,0,70.6,In Stock,3,5,2848,Domestic,Low,Low,Premium,6,2023,6,26,Thursday,Off-season,Customs,Low,1,0,1.68,0,0
ORD104543,Camera,Electronics,2,4.27,82.67,North America,USA,Chennai,Sea,WH3,DHL,7/9/2023,7/10/2023,7/18/2023,7/17/2023,0,5.44,2,0,84.7,In Stock,2,7,2306,Domestic,Medium,Medium,Regular,3,2023,7,27,Sunday,Peak,Warehouse,Low,1,0,1.41,1,1
ORD104544,Laptop,Electronics,5,2.76,84.26,Asia,USA,Berlin,Air,WH3,FedEx,1/6/2023,1/9/2023,1/18/2023,1/16/2023,0,1.95,3,1,97.31,Out of Stock,1,7,2551,International,Low,Low,Premium,8,2023,1,1,Friday,Peak,Customs,Medium,0,0,3.28,0,0
ORD104545,Tablet,Accessories,8,1.78,55.61,Europe,Germany,Chennai,Air,WH3,FedEx,11/20/2023,11/24/2023,12/1/2023,11/30/2023,0,2.82,4,1,71.49,In Stock,3,6,3111,Domestic,Low,Low,Premium,9,2023,11,47,Monday,Peak,Carrier,High,0,1,4.59,0,0
ORD104546,Phone,Electronics,8,4.83,64.1,North America,Germany,New York,Sea,WH3,UPS,9/8/2023,9/9/2023,9/14/2023,9/17/2023,6,19.59,3,0,76.93,Out of Stock,2,8,1975,Domestic,Low,High,Regular,4,2023,9,36,Friday,Off-season,Carrier,Medium,0,0,3.83,0,1
ORD104547,Tablet,Electronics,7,6.22,39.98,North America,India,Berlin,Air,WH3,FedEx,12/19/2023,12/23/2023,1/1/2024,12/25/2023,0,7.21,3,0,83.16,In Stock,5,2,3049,Domestic,Medium,Low,Premium,9,2023,12,51,Tuesday,Peak,Customs,Low,1,0,1.68,0,1
ORD104548,Tablet,Accessories,4,9.75,83.91,Asia,Germany,Berlin,Road,WH3,UPS,9/17/2023,9/21/2023,9/30/2023,9/29/2023,0,9.66,4,0,99.72,Out of Stock,1,8,1361,Domestic,High,Medium,Premium,4,2023,9,37,Sunday,Off-season,Carrier,Medium,0,0,4.77,0,1
ORD104549,Headphones,Accessories,3,2.91,71.27,North America,Germany,Chennai,Sea,WH3,FedEx,3/12/2023,3/13/2023,3/16/2023,3/24/2023,16,7.7,2,1,71.76,In Stock,5,11,988,International,Low,Low,Regular,8,2023,3,10,Sunday,Peak,Weather,High,1,0,2.43,1,1
ORD104550,Laptop,Accessories,8,0.75,22.66,North America,Germany,Berlin,Sea,WH3,UPS,5/29/2023,6/2/2023,6/6/2023,6/8/2023,4,15,3,0,77,Out of Stock,3,6,1081,Domestic,Low,Low,Regular,7,2023,5,22,Monday,Peak,Weather,Low,0,1,1.61,0,1
ORD104551,Tablet,Accessories,8,7.49,31.55,North America,USA,New York,Sea,WH3,DHL,11/14/2023,11/17/2023,11/22/2023,11/25/2023,6,19.63,2,1,81.75,In Stock,3,8,2297,Domestic,Low,Medium,Premium,7,2023,11,46,Tuesday,Peak,Customs,High,1,1,3.45,1,0
ORD104552,Camera,Accessories,5,2.73,19.43,North America,India,Berlin,Air,WH2,DHL,2/28/2023,3/4/2023,3/8/2023,3/8/2023,0,18.53,2,0,97.16,In Stock,4,4,3385,Domestic,Medium,High,Premium,6,2023,2,9,Tuesday,Off-season,Customs,High,1,1,3.13,0,1
ORD104553,Camera,Accessories,3,5.1,53.04,Asia,India,New York,Sea,WH3,UPS,7/16/2023,7/19/2023,7/23/2023,7/22/2023,0,6.64,1,0,74.13,Out of Stock,3,3,1561,International,Low,Medium,Regular,5,2023,7,28,Sunday,Peak,Warehouse,High,1,0,1.52,0,0
ORD104554,Headphones,Electronics,5,8.18,24.21,North America,Germany,Berlin,Air,WH1,UPS,6/26/2023,6/30/2023,7/4/2023,7/11/2023,14,19.58,3,1,97.01,In Stock,4,11,4238,Domestic,Low,Low,Premium,3,2023,6,26,Monday,Off-season,Weather,Low,1,0,2.77,0,1
ORD104555,Laptop,Electronics,4,0.85,20.08,Europe,India,New York,Sea,WH2,UPS,1/29/2023,1/31/2023,2/6/2023,2/8/2023,4,9.3,4,1,99.15,In Stock,3,8,4639,Domestic,High,Medium,Premium,4,2023,1,4,Sunday,Peak,Warehouse,Medium,0,1,4.23,1,0
ORD104556,Laptop,Electronics,8,1.84,20.24,Asia,India,Berlin,Road,WH3,UPS,7/20/2023,7/23/2023,7/30/2023,7/25/2023,0,9.5,2,1,77.34,Out of Stock,2,2,3913,International,High,Low,Regular,3,2023,7,29,Thursday,Peak,Warehouse,Medium,0,0,4.59,1,0
ORD104557,Camera,Accessories,2,1.43,30.26,Asia,India,Chennai,Sea,WH2,UPS,8/13/2023,8/15/2023,8/19/2023,8/18/2023,0,11.18,3,1,79,Out of Stock,4,3,2471,Domestic,Low,Medium,Regular,3,2023,8,32,Sunday,Peak,Customs,High,1,1,3.92,1,1
ORD104558,Phone,Accessories,8,2.72,81.86,Europe,India,Berlin,Air,WH2,UPS,2/4/2023,2/8/2023,2/11/2023,2/11/2023,0,5.67,4,1,76.01,Out of Stock,5,3,4497,Domestic,Medium,High,Premium,8,2023,2,5,Saturday,Peak,Warehouse,High,0,1,3.59,1,1
ORD104559,Headphones,Electronics,6,2.14,94.14,Europe,India,Chennai,Sea,WH3,FedEx,9/28/2023,9/29/2023,10/6/2023,10/9/2023,6,8.35,2,0,79.81,Out of Stock,1,10,1992,Domestic,Medium,High,Premium,7,2023,9,39,Thursday,Off-season,Weather,Low,0,1,3.2,1,1
ORD104560,Headphones,Electronics,4,3.51,99.61,North America,USA,Berlin,Road,WH2,FedEx,1/22/2023,1/23/2023,1/27/2023,1/26/2023,0,16.73,3,1,77.78,Out of Stock,3,3,2544,International,Medium,High,Premium,9,2023,1,3,Sunday,Off-season,Weather,Medium,0,1,3.29,1,1
ORD104561,Camera,Accessories,3,7.59,8.83,Europe,India,New York,Road,WH1,UPS,7/11/2023,7/15/2023,7/23/2023,7/26/2023,6,18.05,4,1,73.48,In Stock,5,11,1791,Domestic,Medium,Low,Regular,3,2023,7,28,Tuesday,Peak,Customs,Low,0,0,2.39,1,1
ORD104562,Camera,Accessories,5,0.9,59.05,North America,Germany,New York,Air,WH3,DHL,3/21/2023,3/23/2023,3/30/2023,3/25/2023,0,19.82,4,1,93.37,Out of Stock,5,2,4081,International,Low,High,Regular,3,2023,3,12,Tuesday,Peak,Customs,Low,1,0,3.39,0,0
ORD104563,Phone,Electronics,6,1.2,30.31,North America,USA,Chennai,Road,WH3,DHL,9/17/2023,9/19/2023,9/26/2023,9/26/2023,0,18.88,4,1,73.48,Out of Stock,1,7,4093,Domestic,Low,Low,Premium,9,2023,9,37,Sunday,Peak,Carrier,High,1,1,2.18,1,1
ORD104564,Phone,Electronics,1,5.86,98.95,North America,India,Chennai,Sea,WH2,UPS,6/8/2023,6/11/2023,6/17/2023,6/21/2023,8,4.11,2,0,88.39,Out of Stock,5,10,1343,International,Low,Medium,Premium,7,2023,6,23,Thursday,Peak,Carrier,Low,1,1,3.19,1,1
ORD104565,Laptop,Electronics,1,5.44,98.51,Asia,Germany,New York,Sea,WH3,DHL,11/16/2023,11/18/2023,11/24/2023,11/26/2023,4,8.63,2,1,79.82,In Stock,4,8,1723,Domestic,High,High,Regular,4,2023,11,46,Thursday,Peak,Carrier,High,1,0,1.59,1,0
ORD104566,Headphones,Electronics,3,5,93.74,North America,USA,Berlin,Sea,WH1,UPS,11/20/2023,11/21/2023,11/29/2023,11/28/2023,0,5.83,3,0,81.43,In Stock,2,7,977,Domestic,High,High,Regular,7,2023,11,47,Monday,Off-season,Customs,Low,0,0,2.16,1,0
ORD104567,Headphones,Electronics,2,5.4,6.35,North America,USA,New York,Sea,WH3,DHL,6/12/2023,6/16/2023,6/21/2023,6/23/2023,4,13.31,2,0,98.06,Out of Stock,3,7,3008,Domestic,High,Low,Premium,6,2023,6,24,Monday,Off-season,Warehouse,Low,0,0,4.47,0,1
ORD104568,Camera,Accessories,1,7.55,19.68,Asia,USA,New York,Road,WH2,FedEx,2/15/2023,2/16/2023,2/24/2023,2/21/2023,0,18.51,4,1,73.1,Out of Stock,4,5,1369,International,Medium,High,Regular,7,2023,2,7,Wednesday,Peak,Carrier,Medium,1,0,1.05,1,0
ORD104569,Laptop,Electronics,8,5.97,57.48,North America,India,Berlin,Sea,WH3,FedEx,10/3/2023,10/4/2023,10/12/2023,10/14/2023,4,3.81,2,1,83.36,Out of Stock,3,10,4102,Domestic,Medium,Medium,Premium,3,2023,10,40,Tuesday,Off-season,Weather,High,0,1,3.77,0,1
ORD104570,Headphones,Electronics,1,4.84,22.79,Asia,Germany,Berlin,Road,WH1,DHL,3/26/2023,3/28/2023,4/5/2023,4/4/2023,0,8.65,4,1,86.31,In Stock,3,7,1427,Domestic,High,High,Regular,9,2023,3,12,Sunday,Peak,Carrier,Medium,1,0,3.15,1,1
ORD104571,Laptop,Accessories,8,1.28,86.21,Asia,India,New York,Air,WH2,DHL,3/19/2023,3/23/2023,3/30/2023,3/26/2023,0,3.06,4,0,87.31,In Stock,3,3,4215,International,Low,Low,Regular,4,2023,3,11,Sunday,Off-season,Warehouse,High,1,1,4.72,1,1
ORD104572,Laptop,Electronics,5,9.76,71.48,North America,India,Berlin,Air,WH2,DHL,9/15/2023,9/17/2023,9/21/2023,9/22/2023,2,11.48,2,1,98.34,Out of Stock,3,5,3654,International,Medium,Medium,Premium,9,2023,9,37,Friday,Off-season,Carrier,Medium,1,1,3.03,0,0
ORD104573,Camera,Accessories,4,2.77,22.49,North America,Germany,Chennai,Road,WH1,DHL,9/6/2023,9/10/2023,9/18/2023,9/21/2023,6,14.43,2,1,92.16,Out of Stock,4,11,3539,Domestic,High,Medium,Premium,3,2023,9,36,Wednesday,Off-season,Warehouse,High,1,0,2.22,1,1
ORD104574,Laptop,Accessories,8,8.76,82.75,North America,India,Chennai,Road,WH1,FedEx,4/3/2023,4/5/2023,4/14/2023,4/16/2023,4,17.9,1,1,75.93,Out of Stock,2,11,3107,Domestic,Low,Low,Regular,3,2023,4,14,Monday,Off-season,Weather,Medium,1,1,1.95,1,1
ORD104575,Phone,Electronics,8,4.1,52.34,Asia,India,New York,Sea,WH3,FedEx,7/20/2023,7/23/2023,7/30/2023,8/3/2023,8,10.86,2,0,82.22,Out of Stock,3,11,1461,Domestic,Low,Low,Premium,8,2023,7,29,Thursday,Peak,Customs,High,1,1,2,0,1
